Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Chen, K., Pi, M., Zhang, D.","56460506200; 56622563600; 14523962200","Ultraviolet irradiation enhanced formaldehyde-sensing performance based on SnO<inf>2</inf>@TiO<inf>2</inf> nanofiber heteroarchitectures",2020,"Journal of Physics D: Applied Physics",53,"12", 125301,,,,,10.1088/1361-6463/ab5f40,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079527852&partnerID=40&md5=f36a61625a2f95a39333cd8b6144f55f",Article,Final,,Scopus,2-s2.0-85079527852
"Balents, L., Starykh, O.A.","7003531157; 6701719317","Collective spinon spin wave in a magnetized U(1) spin liquid",2020,"Physical Review B",101,"2", 020401,,,,1,10.1103/PhysRevB.101.020401,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078324792&partnerID=40&md5=dff051681302b9e2c1c4264db77efeeb",Article,Final,,Scopus,2-s2.0-85078324792
"Lu, Y., Xiao, X., Liu, Y., Wang, J., Qi, S., Huan, C., Liu, H., Zhu, Y., Xu, G.","57204481204; 15727066800; 57214950783; 57214697291; 57195551697; 57195550564; 57208320536; 56172362600; 57189217756","Achieving multifunctional smart textile with long afterglow and thermo-regulation via coaxial electrospinning",2020,"Journal of Alloys and Compounds",812,"", 152144,,,,1,10.1016/j.jallcom.2019.152144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071779136&partnerID=40&md5=fc4213a72e4077dc7091e5547229a6c2",Article,Final,Open Access,Scopus,2-s2.0-85071779136
"Jin, Y., Gao, Q., Xie, C., Li, G., Du, J., Fu, J., He, Y.","55676121600; 56327117400; 57191998060; 57211446727; 57033277800; 57202545348; 56442915200","Fabrication of heterogeneous scaffolds using melt electrospinning writing: Design and optimization",2020,"Materials and Design",185,"", 108274,,,,,10.1016/j.matdes.2019.108274,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073953369&partnerID=40&md5=ac89cb32ad4dfb575a0dd7aa7d1e20ef",Article,Final,Open Access,Scopus,2-s2.0-85073953369
"Xu, C., Shi, S., Wang, X., Zhou, H., Wang, L., Zhu, L., Zhang, G., Xu, D.","57194625851; 57201978582; 55937657100; 55716794400; 57213182102; 22037223200; 55738916900; 55655319100","Electrospun SiO<inf>2</inf>-MgO hybrid fibers for heavy metal removal: Characterization and adsorption study of Pb(II) and Cu(II)",2020,"Journal of Hazardous Materials",381,"", 120974,,,,3,10.1016/j.jhazmat.2019.120974,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070637964&partnerID=40&md5=f5c685b503cfa9a558aff425930cccf6",Article,Final,Open Access,Scopus,2-s2.0-85070637964
"Kajdič, S., Zupančič, Š., Roškar, R., Kocbek, P.","57201121921; 56257428400; 55899850200; 16426161400","The potential of nanofibers to increase solubility and dissolution rate of the poorly soluble and chemically unstable drug lovastatin",2020,"International Journal of Pharmaceutics",573,"", 118809,,,,,10.1016/j.ijpharm.2019.118809,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076213047&partnerID=40&md5=ef96b0d118fab29ac30872f3a66ffe3f",Article,Final,Open Access,Scopus,2-s2.0-85076213047
"Di Gesù, R., Gualandi, C., Zucchelli, A., Liguori, A., Paltrinieri, L., Focarete, M.L.","36738884200; 28267641100; 6603909291; 55600401100; 56641535900; 6602124105","Biodegradable electrospun fibers enriched with struvite crystal seeds for the recovery of phosphorous and nitrogen",2020,"European Polymer Journal",122,"", 109389,,,,,10.1016/j.eurpolymj.2019.109389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075994360&partnerID=40&md5=738cc64cd27812879304b061a753b512",Article,Final,Open Access,Scopus,2-s2.0-85075994360
"Bravi Costantino, M.L., Cortizo, M.S., Cortizo, A.M., Oberti, T.G.","56393005800; 6601983920; 7004604741; 35084075800","Osteogenic scaffolds based on fumaric/N-isopropylacrylamide copolymers: Designed, properties and biocompatibility studies",2020,"European Polymer Journal",122,"", 109348,,,,,10.1016/j.eurpolymj.2019.109348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075458767&partnerID=40&md5=ab608642234b3d297920c9f5ef71e4e4",Article,Final,Open Access,Scopus,2-s2.0-85075458767
"Wu, G., Ma, X., Fan, L., Gao, Y., Deng, H., Wang, Y.","57193704114; 7404547679; 57211377503; 57211373722; 35740224100; 35363146500","Accelerating dermal wound healing and mitigating excessive scar formation using LBL modified nanofibrous mats",2020,"Materials and Design",185,"", 108265,,,,2,10.1016/j.matdes.2019.108265,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073683027&partnerID=40&md5=ab7111eff0dc7f16e393ed9f654be35c",Article,Final,Open Access,Scopus,2-s2.0-85073683027
"Eren Boncu, T., Uskudar Guclu, A., Catma, M.F., Savaser, A., Gokce, A., Ozdemir, N.","57202401783; 9241612500; 56721426800; 6701378249; 55112859400; 7006109203","In vitro and in vivo evaluation of linezolid loaded electrospun PLGA and PLGA/PCL fiber mats for prophylaxis and treatment of MRSA induced prosthetic infections",2020,"International Journal of Pharmaceutics",573,"", 118758,,,,,10.1016/j.ijpharm.2019.118758,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076549511&partnerID=40&md5=2076ca7869416ab84aeb49b1c6479bb9",Article,Final,Open Access,Scopus,2-s2.0-85076549511
"Chow, C.H.E., Phan, H., Zhang, X., Wu, J.","57190124319; 57189871320; 55715746500; 57204689735","Sulfur-Doped (Dibenzo)heptazethrene and (Dibenzo)octazethrene Diradicaloids",2020,"Journal of Organic Chemistry",85,"1",,234,240,,,10.1021/acs.joc.9b02796,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075477209&partnerID=40&md5=4eb1fbe6b247bdfa506f5924afa9c667",Article,Final,,Scopus,2-s2.0-85075477209
"Kaewsaenee, J., Duriyasart, F., Pavarajarn, V.","36158216200; 57194696589; 6602735453","Fabrication of flexible titania/polyacrylonitrile co-axial nanofibers via electrospinning",2020,"Journal of Asian Ceramic Societies",8,"1",,203,210,,,10.1080/21870764.2020.1723196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079041131&partnerID=40&md5=4a41cd9e6a992c19fa38f182b2261bdb",Article,Final,Open Access,Scopus,2-s2.0-85079041131
"Li, H., Shi, W., Zeng, X., Huang, S., Zhang, H., Qin, X.","56435765500; 56211031000; 57209794121; 57210285582; 57040811500; 8538195400","Improved desalination properties of hydrophobic GO-incorporated PVDF electrospun nanofibrous composites for vacuum membrane distillation",2020,"Separation and Purification Technology",230,"", 115889,,,,3,10.1016/j.seppur.2019.115889,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070217752&partnerID=40&md5=bc11e870243c018b0008221c039353c3",Article,Final,Open Access,Scopus,2-s2.0-85070217752
"Elsherief, M.A., Morsi, R.E., Shabaan, M., Salem, H., Abdel Dayeem, S., Elsabee, M.Z.","57198430843; 23978522000; 26538931800; 54888298800; 57205351868; 7003985688","Tuning of nanoporous silica by electrospinning and sol-gel methods for efficient beryllium uptake",2020,"Separation Science and Technology (Philadelphia)",55,"1",,35,46,,,10.1080/01496395.2018.1563159,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059690162&partnerID=40&md5=e4a785c55c6919accbf79414670cda83",Article,Final,,Scopus,2-s2.0-85059690162
"Kostopoulos, V., Kotrotsos, A., Fouriki, K., Kalarakis, A., Portan, D.","7003891255; 24477949600; 57208497712; 23568136100; 35088663900","Fabrication and characterization of polyetherimide electrospun scaffolds modified with graphene nano-platelets and hydroxyapatite nano-particles",2020,"International Journal of Molecular Sciences",21,"2", 583,,,,,10.3390/ijms21020583,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078193257&partnerID=40&md5=d7261a07284b651960ae900ca2749083",Article,Final,Open Access,Scopus,2-s2.0-85078193257
"Wang, Y.-T., Wang, Y., Guo, J., Zhou, Q.-X.","57211693442; 56359479700; 56205697800; 57211685544","Preparation of Polyvinyl Alcohol/Ninhydrin Blend Nanomembranes by Needleless Electrospinning and Their Application in Latent Finger Mark Detection",2020,"Journal of Macromolecular Science, Part B: Physics",59,"1",,49,64,,,10.1080/00222348.2019.1687137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074870330&partnerID=40&md5=c861986cbf877ca3f45b017f562dac12",Article,Final,,Scopus,2-s2.0-85074870330
"Eslahi, N., Mahmoodi, A., Mahmoudi, N., Zandi, N., Simchi, A.","26647285100; 57211435201; 37009012900; 57208497676; 6602882167","Processing and Properties of Nanofibrous Bacterial Cellulose-Containing Polymer Composites: A Review of Recent Advances for Biomedical Applications",2020,"Polymer Reviews",60,"1",,144,170,,1,10.1080/15583724.2019.1663210,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073944500&partnerID=40&md5=cbf7c1e4e39458dc98e618bb5a1e5b2f",Review,Final,,Scopus,2-s2.0-85073944500
"Eren Boncu, T., Ozdemir, N., Uskudar Guclu, A.","57202401783; 57216055443; 9241612500","Electrospinning of linezolid loaded PLGA nanofibers: effect of solvents on its spinnability, drug delivery, mechanical properties, and antibacterial activities",2020,"Drug Development and Industrial Pharmacy",46,"1",,109,121,,,10.1080/03639045.2019.1706550,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078597095&partnerID=40&md5=15fc4e728474caeccb9487ca8784cba5",Article,Final,,Scopus,2-s2.0-85078597095
"Zadehnajar, P., Karbasi, S., Akbari, B., Ghasemi, L.","57205512009; 9240119800; 57128075600; 57210463256","Incorporation of multi-walled carbon nanotubes into electrospun PCL/gelatin scaffold: the influence on the physical, chemical and thermal properties and cell response for tissue engineering",2020,"Materials Technology",35,"1",,39,49,,1,10.1080/10667857.2019.1651539,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070820694&partnerID=40&md5=897ad6710444f854db4a9d813319f6b1",Article,Final,,Scopus,2-s2.0-85070820694
"Kim, W., Park, E., Jeon, S.","56573111700; 57212002966; 7203005726","Performance enhancement of a quartz tuning fork sensor using a cellulose nanocrystal-reinforced nanoporous polymer fiber",2020,"Sensors (Switzerland)",20,"2", 437,,,,,10.3390/s20020437,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077941714&partnerID=40&md5=3d4c1fdf5b8382fb9ec4e464fa346409",Article,Final,Open Access,Scopus,2-s2.0-85077941714
"Amininasab, S.M., Esmaili, S., Shami, Z.","57188983277; 57190439174; 36459235300","Synthesis of polyamides contains pyridine and xanthene pendant group: study of optical, thermal, antibacterial activity and hexavalent chromium ion adsorption",2020,"Journal of Macromolecular Science, Part A: Pure and Applied Chemistry",57,"1",,35,45,,1,10.1080/10601325.2019.1667734,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073958496&partnerID=40&md5=2332ed567c2615820ec73ccae7c2249f",Article,Final,,Scopus,2-s2.0-85073958496
"Kamali, A., Shamloo, A.","56513553300; 24477539400","Fabrication and evaluation of a bilayer hydrogel-electrospinning scaffold prepared by the freeze-gelation method",2020,"Journal of Biomechanics",98,"", 109466,,,,,10.1016/j.jbiomech.2019.109466,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075522149&partnerID=40&md5=215d84fb028810dfa103829f14842726",Article,Final,Open Access,Scopus,2-s2.0-85075522149
"Kamenskii, A.N., Petrov, M.Y., Kozlov, G.G., Zapasskii, V.S., Scholz, S.E., Sgroi, C., Ludwig, A., Wieck, A.D., Bayer, M., Greilich, A.","57201210659; 24477774600; 7103021219; 6701917876; 56482871700; 57214223458; 7202499456; 57203083552; 57208763540; 12545884500","Detection and amplification of spin noise using scattered laser light in a quantum-dot microcavity",2020,"Physical Review B",101,"4", 041401,,,,,10.1103/PhysRevB.101.041401,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078488577&partnerID=40&md5=a62ffedc8a743fae49022e98406ec9e3",Article,Final,,Scopus,2-s2.0-85078488577
"Rachel, K., Pathak, S., Moorthi, A., Narasimhan, S., Murugesan, R., Narayan, S.","57212344969; 7203000636; 36461373000; 57201505117; 35500601900; 10142117400","5-Azacytidine incorporated polycaprolactone-gelatin nanoscaffold as a potential material for cardiomyocyte differentiation",2020,"Journal of Biomaterials Science, Polymer Edition",31,"1",,123,140,,,10.1080/09205063.2019.1678796,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076483256&partnerID=40&md5=92dcd30e2b562c770fe99ee92a3ec56c",Article,Final,,Scopus,2-s2.0-85076483256
"Erben, J., Kalous, T., Chvojka, J.","56472502400; 56426305800; 30467477500","Ac Bubble Electrospinning Technology for Preparation of Nanofibrous Mats",2020,"ACS Omega",,"",,,,,,10.1021/acsomega.0c00575,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082857255&partnerID=40&md5=b3c87ed6d335336cdfe5bdd82db57357",Article,Article in Press,Open Access,Scopus,2-s2.0-85082857255
"Wei, L., Yu, H.-N., Sun, R., Liu, C., Chen, M.-Y., Liu, H., Xiong, J., Qin, X.","57191373094; 57193445037; 8217446200; 24080914300; 55657214400; 57214074362; 57209564777; 8538195400","Experimental investigation of process parameters for the filtration property of nanofiber membrane fabricated by needleless electrospinning apparatus",2020,"Journal of Industrial Textiles",,"",,,,,,10.1177/1528083720901357,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078109397&partnerID=40&md5=4d23dfd24d624feaa09a0e1df1976a10",Article,Article in Press,,Scopus,2-s2.0-85078109397
"Sonntag, M., Cimino, A., Rajapaksha, M., Thomas, J.","57212602834; 57212610860; 8615927400; 57211689977","Improved control over polymer nanofiber deposition with a programmable 3-axis electrospinning apparatus",2020,"Journal of Electrostatics",103,"", 103406,,,,,10.1016/j.elstat.2019.103406,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077197036&partnerID=40&md5=937e1463097ec469bb6c33a8fb0da125",Article,Final,Open Access,Scopus,2-s2.0-85077197036
"Najafi, S.J., Nosraty, H., Shokrieh, M.M., Gharehaghaji, A.A., Bahrami, S.H.","57188726225; 6504654249; 6701716879; 57207639167; 8139570100","The effect of electrospinning parameters on the morphology of glass nanofibers",2020,"Journal of the Textile Institute",,"",,,,,,10.1080/00405000.2020.1711993,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078492040&partnerID=40&md5=76da8a526025e58a7cd511594662da23",Article,Article in Press,,Scopus,2-s2.0-85078492040
"Kara, Y., He, H., Molnár, K.","57194528474; 56746832500; 21935199700","Shear-aided high-throughput electrospinning: A needleless method with enhanced jet formation",2020,"Journal of Applied Polymer Science",,"", 49104,,,,,10.1002/app.49104,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079438413&partnerID=40&md5=ec8e2e984e7f7237cc4be529a3ffeff3",Article,Article in Press,Open Access,Scopus,2-s2.0-85079438413
"Do, T.M., Ho, M.H., Do, T.B.T., Nguyen, N.P., Van Toi, V.","57209367765; 57209367845; 57209367763; 57196004340; 6602978712","A Low Cost High Voltage Power Supply to Use in Electrospinning Machines",2020,"IFMBE Proceedings",69,"",,95,100,,,10.1007/978-981-13-5859-3_16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067570266&partnerID=40&md5=6eb7f682804fee28b1584b2107c958de",Conference Paper,Final,,Scopus,2-s2.0-85067570266
"Celebioglu, A., Uyar, T.","37025629100; 6602279161","Electrospinning of cyclodextrins: hydroxypropyl-alpha-cyclodextrin nanofibers",2020,"Journal of Materials Science",55,"1",,404,420,,2,10.1007/s10853-019-03983-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071767544&partnerID=40&md5=04c98e8d7875cc09e6e93c469cc481f5",Article,Final,,Scopus,2-s2.0-85071767544
"Teilaghi, S., Movaffagh, J., Bayat, Z.","57215874129; 54412666900; 38860927600","Preparation as Well as Evaluation of the Nanofiber Membrane Loaded with Nigella sativa Extract Using the Electrospinning Method",2020,"Journal of Polymers and the Environment",,"",,,,,,10.1007/s10924-020-01700-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082188196&partnerID=40&md5=84effff302bd9a15fb3e574005d0034e",Article,Article in Press,,Scopus,2-s2.0-85082188196
"Otieno, O.V., Csáki, E., Kéri, O., Simon, L., Lukács, I.E., Szécsényi, K.M., Szilágyi, I.M.","57209198929; 57209197496; 57189000591; 56735447200; 7003662863; 6602812519; 7007157844","Synthesis of TiO<inf>2</inf> nanofibers by electrospinning using water-soluble Ti-precursor",2020,"Journal of Thermal Analysis and Calorimetry",139,"1",,57,66,,,10.1007/s10973-019-08398-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066778967&partnerID=40&md5=39ace9d4be136e940d5299c45cf6d837",Article,Final,Open Access,Scopus,2-s2.0-85066778967
"Jiang, J., Zheng, G., Wang, X., Li, W., Kang, G., Chen, H., Guo, S., Liu, J.","56668992900; 15838222700; 57015706000; 7501789017; 57214776962; 57205572659; 57200526365; 55503485400","Arced multi-nozzle electrospinning spinneret for high-throughput production of nanofibers",2020,"Micromachines",11,"1", 27,,,,,10.3390/mi11010027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079495112&partnerID=40&md5=356af53f20b10a10240aca47e11909e6",Article,Final,Open Access,Scopus,2-s2.0-85079495112
"Sass, A.-C., Jördening, H.-J.","57194534825; 55664873200","Immobilization of β-Galactosidase From Aspergillus oryzae on Electrospun Gelatin Nanofiber Mats for the Production of Galactooligosaccharides",2020,"Applied Biochemistry and Biotechnology",,"",,,,,,10.1007/s12010-020-03252-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078215397&partnerID=40&md5=ad811b840f6279c2dc5d5df1e63e2698",Article,Article in Press,Open Access,Scopus,2-s2.0-85078215397
"Zelkó, R., Lamprou, D.A., Sebe, I.","7006637163; 26435913900; 55211333500","Recent development of electrospinning for drug delivery",2020,"Pharmaceutics",12,"1", 5,,,,,10.3390/pharmaceutics12010005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077061230&partnerID=40&md5=1bd763a365c21a4896104382cc68bd64",Editorial,Final,Open Access,Scopus,2-s2.0-85077061230
"Dong, J., Jhu, R.-J., Wang, L., Jiang, C.-P., Xian, C.J.","55909757900; 57205727658; 55910549600; 8853545500; 56840186200","A hybrid platform for three-dimensional printing of bone scaffold by combining thermal-extrusion and electrospinning methods",2020,"Microsystem Technologies",,"",,,,,,10.1007/s00542-019-04730-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079122301&partnerID=40&md5=e3bb548fdda8e0f6e8b32d4284e9a958",Article,Article in Press,,Scopus,2-s2.0-85079122301
"Udomluck, N., Koh, W.-G., Lim, D.-J., Park, H.","56373894900; 7102038893; 55331361100; 55799330700","Recent developments in nanofiber fabrication and modification for bone tissue engineering",2020,"International Journal of Molecular Sciences",21,"1", 99,,,,,10.3390/ijms21010099,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076910883&partnerID=40&md5=1b1c15171846d232f1d67d1551ed278d",Review,Final,Open Access,Scopus,2-s2.0-85076910883
"Fang, S.-P., Kim, G.J., Chauhan, A., Yoon, Y.K.Y.K.","55369366700; 8617217000; 8930541600; 57216331175","Drug-Loaded Microbeads Sandwiched between Nanofiber Layers for Extended Linear Release",2020,"Proceedings of the IEEE International Conference on Micro Electro Mechanical Systems (MEMS)",2020-January,"", 9056195,42,45,,,10.1109/MEMS46641.2020.9056195,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083196052&partnerID=40&md5=e9aab8b1e787130dc17e0a96af6c5bd4",Conference Paper,Final,,Scopus,2-s2.0-85083196052
"Keirouz, A., Chung, M., Kwon, J., Fortunato, G., Radacsi, N.","57210556233; 57211231059; 57215715246; 8619184300; 37054499800","2D and 3D electrospinning technologies for the fabrication of nanofibrous scaffolds for skin tissue engineering: A review",2020,"Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology",,"",,,,,,10.1002/wnan.1626,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081733759&partnerID=40&md5=6150baa4b7241c3669334a8bab8ebbc7",Review,Article in Press,Open Access,Scopus,2-s2.0-85081733759
"de Melo Brites, M., Cerón, A.A., Costa, S.M., Oliveira, R.C., Ferraz, H.G., Catalani, L.H., Costa, S.A.","57210570450; 57189341315; 7201998815; 57210958166; 7005610913; 7003593379; 7201998884","Bromelain immobilization in cellulose triacetate nanofiber membranes from sugarcane bagasse by electrospinning technique",2020,"Enzyme and Microbial Technology",132,"", 109384,,,,3,10.1016/j.enzmictec.2019.109384,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070955951&partnerID=40&md5=fc90c82200207f86bec5b6359f858462",Article,Final,Open Access,Scopus,2-s2.0-85070955951
"Chen, J.-Y., Hsieh, H.-C., Chiu, Y.-C., Lee, W.-Y., Hung, C.-C., Chueh, C.-C., Chen, W.-C.","37118567100; 57199146262; 36672723900; 35334511400; 57188697450; 21741765500; 23979570300","Electrospinning-induced elastomeric properties of conjugated polymers for extremely stretchable nanofibers and rubbery optoelectronics",2020,"Journal of Materials Chemistry C",8,"3",,873,882,,1,10.1039/c9tc05075b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078702600&partnerID=40&md5=087bf89a35e10baef1221beb1e3763b6",Article,Final,,Scopus,2-s2.0-85078702600
"King, W.E., Gillespie, Y., Gilbert, K., Bowlin, G.L.","57214226743; 57214233642; 57214218992; 7003872747","Characterization of polydioxanone in near-field electrospinning",2020,"Polymers",12,"1", 1,,,,,10.3390/polym12010001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078458396&partnerID=40&md5=8f070d44ef84ed4fc67cb517d5b48e85",Article,Final,Open Access,Scopus,2-s2.0-85078458396
"Blachowicz, T., Ehrmann, A.","55903481800; 57208699566","Conductive electrospun nanofiber mats",2020,"Materials",13,"1", 152,,,,1,10.3390/ma13010152,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079769429&partnerID=40&md5=e9daa2410f79ebc6c4b195598d3d191a",Review,Final,Open Access,Scopus,2-s2.0-85079769429
"Wang, F., Hu, S., Jia, Q., Zhang, L.","57210431122; 15843365300; 7102029189; 57196127758","Advances in Electrospinning of Natural Biomaterials for Wound Dressing",2020,"Journal of Nanomaterials",2020,"", 8719859,,,,,10.1155/2020/8719859,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083206089&partnerID=40&md5=fe5cce2945cfc5cd4064cdbd803c8e4f",Review,Final,Open Access,Scopus,2-s2.0-85083206089
"Suganthi, V., Srinivasan, P.","57215194705; 55413245700","Studies on the electrospun composite Picric acid PVA nanofibers",2020,"Materials Today: Proceedings",21,"",,401,403,,,10.1016/j.matpr.2019.06.373,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85080052163&partnerID=40&md5=54395a74e28c3cd2679bddbf3a27651e",Conference Paper,Final,,Scopus,2-s2.0-85080052163
"Eskitoros-Togay, Ş.M., Bulbul, Y.E., Dilsiz, N.","57202786855; 57194601578; 6701329337","Controlled release of doxycycline within core/shell poly(ε-caprolactone)/poly(ethylene oxide) fibers via coaxial electrospinning",2020,"Journal of Applied Polymer Science",,"",,,,,,10.1002/app.49273,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082181729&partnerID=40&md5=8e2678a2461ee93bf546d61a2b597a76",Article,Article in Press,,Scopus,2-s2.0-85082181729
"Maver, T., Kurečič, M., Pivec, T., Maver, U., Gradišnik, L., Gašparič, P., Kaker, B., Bratuša, A., Hribernik, S., Stana Kleinschek, K.","39161669000; 10540910000; 55210898500; 15765478400; 36491503900; 55782820900; 57212216504; 57209237600; 10540093000; 6701586514","Needleless electrospun carboxymethyl cellulose/polyethylene oxide mats with medicinal plant extracts for advanced wound care applications",2020,"Cellulose",,"",,,,,,10.1007/s10570-020-03079-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081621621&partnerID=40&md5=4a73357e8fb4961ce50b0ad05406bb46",Article,Article in Press,,Scopus,2-s2.0-85081621621
"Vass, P., Nagy, Z.K., Kóczián, R., Fehér, C., Démuth, B., Szabó, E., Andersen, S.K., Vigh, T., Verreck, G., Csontos, I., Marosi, G., Hirsch, E.","57062920200; 57188740813; 57210745484; 56615697000; 56018149100; 57206483592; 23990072000; 24170034300; 6602851699; 6601984748; 57191519068; 56417176000","Continuous drying of a protein-type drug using scaled-up fiber formation with HP-β-CD matrix resulting in a directly compressible powder for tableting",2020,"European Journal of Pharmaceutical Sciences",141,"", 105089,,,,2,10.1016/j.ejps.2019.105089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074477612&partnerID=40&md5=ec956bf7c66292923e3e69c7c8782f16",Article,Final,Open Access,Scopus,2-s2.0-85074477612
"Wieringa, P., Truckenmuller, R., Micera, S., Van Wezel, R., Moroni, L.","36729595400; 6506092868; 35601079400; 6603863756; 13908031800","Tandem electrospinning for heterogeneous nanofiber patterns",2020,"Biofabrication",12,"2", 025010,,,,,10.1088/1758-5090/ab6edb,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079343043&partnerID=40&md5=819a917293dbcdae2ea56710cb252ee1",Article,Final,,Scopus,2-s2.0-85079343043
"Aguilar-Vázquez, G., Ortiz-Frade, L., Figueroa-Cárdenas, J.D., López-Rubio, A., Mendoza, S.","57202394340; 6506618910; 55471438900; 6603146659; 55471977300","Electrospinnability study of pea (Pisum sativum) and common bean (Phaseolus vulgaris L.) using the conformational and rheological behavior of their protein isolates",2020,"Polymer Testing",81,"", 106217,,,,,10.1016/j.polymertesting.2019.106217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075333629&partnerID=40&md5=6f67ecb25e4bd87a69761a5d5afec129",Article,Final,Open Access,Scopus,2-s2.0-85075333629
"Suteris, N.N., Misnon, I.I., Roslan, R., Zulkifli, F.H., Venugopal, J.R., Yusoff, M.M., Jose, R.","57216389265; 18437694800; 57216397725; 55987267800; 8915214600; 34973384400; 14628582100","Synthesis and characterization of polycaprolactone/cellulose acetate by electrospinning for wound dressing applications",2020,"Materials Science Forum",981 MSF,"",,291,295,,,10.4028/www.scientific.net/MSF.981.291,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083372668&partnerID=40&md5=fc255e2801010a14c6e9efa914762b1a",Book Chapter,Final,,Scopus,2-s2.0-85083372668
"Yang, J., Tan, R., Li, D., Ma, J., Duan, X.","57201938994; 57207307233; 56374110300; 57203906041; 35310280900","Ionic Liquid Assisted Electrospinning of Porous LiFe<inf>0.4</inf>Mn<inf>0.6</inf>PO<inf>4</inf>/CNFs as Free-Standing Cathodes with a Pseudocapacitive Contribution for High-Performance Lithium-Ion Batteries",2020,"Chemistry - A European Journal",,"",,,,,,10.1002/chem.201905140,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082180302&partnerID=40&md5=5d30f2d26fef9b73a27ca057a70eb9e2",Article,Article in Press,,Scopus,2-s2.0-85082180302
"Sun, H.-T., Zhang, S., Deng, H.-Y., Cui, K.-B., Zhao, F.","57215560752; 57205249727; 57215560934; 57215561125; 57215699291","Microwave absorption properties of porous co/c nanofibers synthesized by electrospinning",2020,"Materials Science Forum",975 MSF,"",,133,138,,,10.4028/www.scientific.net/MSF.975.133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081160782&partnerID=40&md5=18ed179f7f53989c359e13ab0b8ee071",Conference Paper,Final,,Scopus,2-s2.0-85081160782
"Kundrat, V., Patak, A., Pinkas, J.","56604010200; 56410785700; 7003446629","Preparation of ultrafine fibrous uranium dioxide by electrospinning",2020,"Journal of Nuclear Materials",528,"", 151877,,,,,10.1016/j.jnucmat.2019.151877,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075403571&partnerID=40&md5=60646c8662fe6bbd8a43414bd69a7815",Article,Final,Open Access,Scopus,2-s2.0-85075403571
